followed,following
SC Lindsey Graham,RI Sheldon Whitehouse
NJ Cory A. Booker,RI Sheldon Whitehouse
IA Chuck Grassley,RI Sheldon Whitehouse
NV Catherine Cortez Masto,RI Sheldon Whitehouse
IL Tammy Duckworth,RI Sheldon Whitehouse
VA Mark R. Warner,RI Sheldon Whitehouse
ME Susan M. Collins,RI Sheldon Whitehouse
AK Lisa Murkowski,RI Sheldon Whitehouse
NH Margaret Wood Hassan,RI Sheldon Whitehouse
MI Gary C. Peters,RI Sheldon Whitehouse
SC Tim Scott,RI Sheldon Whitehouse
SD John Thune,RI Sheldon Whitehouse
WY John Barrasso,RI Sheldon Whitehouse
ID James E. Risch,RI Sheldon Whitehouse
ID Mike Crapo,RI Sheldon Whitehouse
KS Pat Roberts,RI Sheldon Whitehouse
MS Roger F. Wicker,RI Sheldon Whitehouse
WA Maria Cantwell,RI Sheldon Whitehouse
GA Johnny Isakson,RI Sheldon Whitehouse
HI Mazie K. Hirono,RI Sheldon Whitehouse
NM Martin Heinrich,RI Sheldon Whitehouse
VA Tim Kaine,RI Sheldon Whitehouse
OR Ron Wyden,RI Sheldon Whitehouse
MI Debbie Stabenow,RI Sheldon Whitehouse
WV Joe Manchin III,RI Sheldon Whitehouse
ME Angus S. King Jr.,RI Sheldon Whitehouse
HI Brian Schatz,RI Sheldon Whitehouse
MA Elizabeth Warren,RI Sheldon Whitehouse
WI Tammy Baldwin,RI Sheldon Whitehouse
PA Robert P. Casey Jr.,RI Sheldon Whitehouse
MA Edward J. Markey,RI Sheldon Whitehouse
MD Chris Van Hollen,RI Sheldon Whitehouse
WA Patty Murray,RI Sheldon Whitehouse
RI Jack Reed,RI Sheldon Whitehouse
CA Dianne Feinstein,RI Sheldon Whitehouse
CO Michael F. Bennet,RI Sheldon Whitehouse
NH Jeanne Shaheen,RI Sheldon Whitehouse
MD Benjamin L. Cardin,RI Sheldon Whitehouse
IL Richard J. Durbin,RI Sheldon Whitehouse
OR Jeff Merkley,RI Sheldon Whitehouse
NJ Robert Menendez,RI Sheldon Whitehouse
CT Richard Blumenthal,RI Sheldon Whitehouse
VT Patrick J. Leahy,RI Sheldon Whitehouse
VT Bernard Sanders,RI Sheldon Whitehouse
OH Sherrod Brown,RI Sheldon Whitehouse
DE Christopher A. Coons,RI Sheldon Whitehouse
DE Thomas R. Carper,RI Sheldon Whitehouse
NM Tom Udall,RI Sheldon Whitehouse
KY Mitch McConnell,SC Lindsey Graham
TX Ted Cruz,SC Lindsey Graham
TX John Cornyn,SC Lindsey Graham
AL Richard C. Shelby,SC Lindsey Graham
AK Lisa Murkowski,SC Lindsey Graham
OK James M. Inhofe,SC Lindsey Graham
UT Mike Lee,SC Lindsey Graham
TN Marsha Blackburn,SC Lindsey Graham
NC Richard Burr,SC Lindsey Graham
AR John Boozman,SC Lindsey Graham
WI Ron Johnson,SC Lindsey Graham
IA Chuck Grassley,SC Lindsey Graham
SC Tim Scott,SC Lindsey Graham
ND Kevin Cramer,SC Tim Scott
MS Cindy Hyde-Smith,SC Tim Scott
MN Tina Smith,SC Tim Scott
IN Mike Braun,SC Tim Scott
UT Mitt Romney,SC Tim Scott
AL Doug Jones,SD Mike Rounds
LA Bill Cassidy,SD Mike Rounds
IN Mike Braun,SD Mike Rounds
MS Cindy Hyde-Smith,SD Mike Rounds
MN Tina Smith,SD Mike Rounds
FL Rick Scott,SD Mike Rounds
MO Josh Hawley,SD Mike Rounds
UT Mitt Romney,SD Mike Rounds
NV Jacky Rosen,SD Mike Rounds
AZ Kyrsten Sinema,SD Mike Rounds
TN Marsha Blackburn,SD Mike Rounds
ND Kevin Cramer,SD Mike Rounds
SC Lindsey Graham,SD Mike Rounds
RI Jack Reed,SD Mike Rounds
LA John Kennedy,SD Mike Rounds
IN Todd Young,SD Mike Rounds
MA Edward J. Markey,SD Mike Rounds
NM Martin Heinrich,SD Mike Rounds
VA Tim Kaine,SD Mike Rounds
VA Mark R. Warner,SD Mike Rounds
OH Sherrod Brown,SD Mike Rounds
NM Tom Udall,SD Mike Rounds
HI Mazie K. Hirono,SD Mike Rounds
MD Benjamin L. Cardin,SD Mike Rounds
CO Michael F. Bennet,SD Mike Rounds
VT Patrick J. Leahy,SD Mike Rounds
RI Sheldon Whitehouse,SD Mike Rounds
CT Richard Blumenthal,SD Mike Rounds
OR Ron Wyden,SD Mike Rounds
OR Jeff Merkley,SD Mike Rounds
MI Debbie Stabenow,SD Mike Rounds
CA Dianne Feinstein,SD Mike Rounds
NH Jeanne Shaheen,SD Mike Rounds
WA Maria Cantwell,SD Mike Rounds
IL Richard J. Durbin,SD Mike Rounds
WA Patty Murray,SD Mike Rounds
WI Tammy Baldwin,SD Mike Rounds
HI Brian Schatz,SD Mike Rounds
MI Gary C. Peters,SD Mike Rounds
PA Robert P. Casey Jr.,SD Mike Rounds
ME Angus S. King Jr.,SD Mike Rounds
KY Mitch McConnell,SD Mike Rounds
KS Jerry Moran,SD Mike Rounds
SC Tim Scott,SD Mike Rounds
PA Patrick J. Toomey,SD Mike Rounds
ME Susan M. Collins,SD Mike Rounds
CO Cory Gardner,SD Mike Rounds
KY Rand Paul,SD Mike Rounds
FL Marco Rubio,SD Mike Rounds
OK James Lankford,SD Mike Rounds
TX Ted Cruz,SD Mike Rounds
MT Jon Tester,SD Mike Rounds
IA Joni Ernst,SD Mike Rounds
NE Ben Sasse,SD Mike Rounds
WV Joe Manchin III,SD Mike Rounds
AR Tom Cotton,SD Mike Rounds
GA Johnny Isakson,SD Mike Rounds
MT Steve Daines,SD Mike Rounds
ID James E. Risch,SD Mike Rounds
AR John Boozman,SD Mike Rounds
AL Richard C. Shelby,SD Mike Rounds
GA David Perdue,SD Mike Rounds
ID Mike Crapo,SD Mike Rounds
OK James M. Inhofe,SD Mike Rounds
AK Dan Sullivan,SD Mike Rounds
NC Thom Tillis,SD Mike Rounds
AK Lisa Murkowski,SD Mike Rounds
WI Ron Johnson,SD Mike Rounds
ND John Hoeven,SD Mike Rounds
WY John Barrasso,SD Mike Rounds
KS Pat Roberts,SD Mike Rounds
MS Roger F. Wicker,SD Mike Rounds
OH Rob Portman,SD Mike Rounds
NC Richard Burr,SD Mike Rounds
MO Roy Blunt,SD Mike Rounds
TX John Cornyn,SD Mike Rounds
UT Mike Lee,SD Mike Rounds
IA Chuck Grassley,SD Mike Rounds
WV Shelley Moore Capito,SD Mike Rounds
TN Lamar Alexander,SD Mike Rounds
NE Deb Fischer,SD Mike Rounds
SD John Thune,SD Mike Rounds
AL Richard C. Shelby,SD John Thune
ND Kevin Cramer,SD John Thune
FL Rick Scott,SD John Thune
MS Cindy Hyde-Smith,SD John Thune
AR John Boozman,SD John Thune
ND John Hoeven,SD John Thune
IN Mike Braun,SD John Thune
OK James Lankford,SD John Thune
IN Todd Young,SD John Thune
NC Thom Tillis,SD John Thune
GA David Perdue,SD John Thune
AK Dan Sullivan,SD John Thune
IA Joni Ernst,SD John Thune
AK Lisa Murkowski,SD John Thune
AR Tom Cotton,SD John Thune
SC Lindsey Graham,SD John Thune
CO Cory Gardner,SD John Thune
KY Mitch McConnell,SD John Thune
SD Mike Rounds,SD John Thune
NE Deb Fischer,SD John Thune
TX Ted Cruz,SD John Thune
ID James E. Risch,SD John Thune
SC Tim Scott,SD John Thune
ME Susan M. Collins,SD John Thune
KY Rand Paul,SD John Thune
FL Marco Rubio,SD John Thune
WI Ron Johnson,SD John Thune
PA Patrick J. Toomey,SD John Thune
KS Jerry Moran,SD John Thune
TN Lamar Alexander,SD John Thune
WV Shelley Moore Capito,SD John Thune
IA Chuck Grassley,SD John Thune
UT Mike Lee,SD John Thune
TX John Cornyn,SD John Thune
NC Richard Burr,SD John Thune
MO Roy Blunt,SD John Thune
OH Rob Portman,SD John Thune
MS Roger F. Wicker,SD John Thune
KS Pat Roberts,SD John Thune
WY John Barrasso,SD John Thune
VA Tim Kaine,TN Lamar Alexander
MN Tina Smith,TN Lamar Alexander
NM Martin Heinrich,TN Lamar Alexander
WA Maria Cantwell,TN Lamar Alexander
NH Margaret Wood Hassan,TN Lamar Alexander
LA Bill Cassidy,TN Lamar Alexander
WV Joe Manchin III,TN Lamar Alexander
SC Tim Scott,TN Lamar Alexander
MO Josh Hawley,TN Lamar Alexander
AL Doug Jones,TN Lamar Alexander
FL Rick Scott,TN Lamar Alexander
NV Jacky Rosen,TN Lamar Alexander
IN Mike Braun,TN Lamar Alexander
UT Mitt Romney,TN Lamar Alexander
NY Kirsten E. Gillibrand,TN Lamar Alexander
RI Jack Reed,TN Lamar Alexander
WI Tammy Baldwin,TN Lamar Alexander
NV Catherine Cortez Masto,TN Lamar Alexander
SC Lindsey Graham,TN Lamar Alexander
LA John Kennedy,TN Lamar Alexander
ID Mike Crapo,TN Lamar Alexander
TX Ted Cruz,TN Lamar Alexander
AR Tom Cotton,TN Lamar Alexander
AK Dan Sullivan,TN Lamar Alexander
MT Steve Daines,TN Lamar Alexander
ID James E. Risch,TN Lamar Alexander
NE Deb Fischer,TN Lamar Alexander
OK James Lankford,TN Lamar Alexander
WV Shelley Moore Capito,TN Lamar Alexander
PA Robert P. Casey Jr.,TN Lamar Alexander
WA Patty Murray,TN Lamar Alexander
KY Mitch McConnell,TN Lamar Alexander
NE Ben Sasse,TN Lamar Alexander
SD Mike Rounds,TN Lamar Alexander
IA Joni Ernst,TN Lamar Alexander
GA David Perdue,TN Lamar Alexander
NC Thom Tillis,TN Lamar Alexander
CO Cory Gardner,TN Lamar Alexander
ME Angus S. King Jr.,TN Lamar Alexander
CO Michael F. Bennet,TN Lamar Alexander
ND John Hoeven,TN Lamar Alexander
AL Richard C. Shelby,TN Lamar Alexander
GA Johnny Isakson,TN Lamar Alexander
VA Mark R. Warner,TN Lamar Alexander
SD John Thune,TN Lamar Alexander
TN Marsha Blackburn,TN Lamar Alexander
MS Roger F. Wicker,TN Lamar Alexander
OK James M. Inhofe,TN Lamar Alexander
PA Patrick J. Toomey,TN Lamar Alexander
FL Marco Rubio,TN Lamar Alexander
KS Pat Roberts,TN Lamar Alexander
OH Rob Portman,TN Lamar Alexander
KY Rand Paul,TN Lamar Alexander
AK Lisa Murkowski,TN Lamar Alexander
KS Jerry Moran,TN Lamar Alexander
UT Mike Lee,TN Lamar Alexander
WI Ron Johnson,TN Lamar Alexander
IA Chuck Grassley,TN Lamar Alexander
TX John Cornyn,TN Lamar Alexander
ME Susan M. Collins,TN Lamar Alexander
NC Richard Burr,TN Lamar Alexander
AR John Boozman,TN Lamar Alexander
MO Roy Blunt,TN Lamar Alexander
WY John Barrasso,TN Lamar Alexander
IL Richard J. Durbin,TN Marsha Blackburn
MA Edward J. Markey,TN Marsha Blackburn
KS Pat Roberts,TN Marsha Blackburn
WV Joe Manchin III,TN Marsha Blackburn
SD Mike Rounds,TN Marsha Blackburn
AR Tom Cotton,TN Marsha Blackburn
AL Richard C. Shelby,TN Marsha Blackburn
ID Mike Crapo,TN Marsha Blackburn
MT Steve Daines,TN Marsha Blackburn
AK Dan Sullivan,TN Marsha Blackburn
GA David Perdue,TN Marsha Blackburn
MS Cindy Hyde-Smith,TN Marsha Blackburn
ID James E. Risch,TN Marsha Blackburn
ND John Hoeven,TN Marsha Blackburn
UT Mitt Romney,TN Marsha Blackburn
NE Ben Sasse,TN Marsha Blackburn
IN Mike Braun,TN Marsha Blackburn
FL Rick Scott,TN Marsha Blackburn
GA Johnny Isakson,TN Marsha Blackburn
LA Bill Cassidy,TN Marsha Blackburn
LA John Kennedy,TN Marsha Blackburn
KY Mitch McConnell,TN Marsha Blackburn
SC Lindsey Graham,TN Marsha Blackburn
IA Joni Ernst,TN Marsha Blackburn
NC Thom Tillis,TN Marsha Blackburn
ND Kevin Cramer,TN Marsha Blackburn
NE Deb Fischer,TN Marsha Blackburn
TX Ted Cruz,TN Marsha Blackburn
UT Mike Lee,TN Marsha Blackburn
CO Cory Gardner,TN Marsha Blackburn
SD John Thune,TN Marsha Blackburn
FL Marco Rubio,TN Marsha Blackburn
OH Rob Portman,TN Marsha Blackburn
NC Richard Burr,TN Marsha Blackburn
OK James M. Inhofe,TN Marsha Blackburn
WI Ron Johnson,TN Marsha Blackburn
PA Patrick J. Toomey,TN Marsha Blackburn
WY John Barrasso,TN Marsha Blackburn
AK Lisa Murkowski,TN Marsha Blackburn
IA Chuck Grassley,TN Marsha Blackburn
MS Roger F. Wicker,TN Marsha Blackburn
TN Lamar Alexander,TN Marsha Blackburn
MO Roy Blunt,TN Marsha Blackburn
ME Susan M. Collins,TN Marsha Blackburn
TX John Cornyn,TN Marsha Blackburn
SC Tim Scott,TN Marsha Blackburn
WV Shelley Moore Capito,TN Marsha Blackburn
IN Todd Young,TN Marsha Blackburn
OK James Lankford,TN Marsha Blackburn
AR John Boozman,TN Marsha Blackburn
KS Jerry Moran,TN Marsha Blackburn
IN Mike Braun,TX John Cornyn
MO Josh Hawley,TX John Cornyn
LA Bill Cassidy,TX John Cornyn
AZ Kyrsten Sinema,TX John Cornyn
NV Jacky Rosen,TX John Cornyn
UT Mitt Romney,TX John Cornyn
ND Kevin Cramer,TX John Cornyn
MS Cindy Hyde-Smith,TX John Cornyn
CA Kamala D. Harris,TX John Cornyn
IN Todd Young,TX John Cornyn
LA John Kennedy,TX John Cornyn
MT Jon Tester,TX John Cornyn
MA Edward J. Markey,TX John Cornyn
VA Tim Kaine,TX John Cornyn
KY Mitch McConnell,TX John Cornyn
IA Joni Ernst,TX John Cornyn
AK Dan Sullivan,TX John Cornyn
GA David Perdue,TX John Cornyn
SD Mike Rounds,TX John Cornyn
NE Ben Sasse,TX John Cornyn
NC Thom Tillis,TX John Cornyn
MT Steve Daines,TX John Cornyn
OK James Lankford,TX John Cornyn
ME Angus S. King Jr.,TX John Cornyn
WI Tammy Baldwin,TX John Cornyn
TN Marsha Blackburn,TX John Cornyn
CO Cory Gardner,TX John Cornyn
HI Mazie K. Hirono,TX John Cornyn
NE Deb Fischer,TX John Cornyn
SC Lindsey Graham,TX John Cornyn
ID James E. Risch,TX John Cornyn
RI Jack Reed,TX John Cornyn
DE Christopher A. Coons,TX John Cornyn
WA Maria Cantwell,TX John Cornyn
PA Robert P. Casey Jr.,TX John Cornyn
OR Ron Wyden,TX John Cornyn
WA Patty Murray,TX John Cornyn
AR Tom Cotton,TX John Cornyn
ND John Hoeven,TX John Cornyn
TX Ted Cruz,TX John Cornyn
NH Jeanne Shaheen,TX John Cornyn
NM Tom Udall,TX John Cornyn
CA Dianne Feinstein,TX John Cornyn
CO Michael F. Bennet,TX John Cornyn
SC Tim Scott,TX John Cornyn
FL Rick Scott,TX John Cornyn
DE Thomas R. Carper,TX John Cornyn
AL Richard C. Shelby,TX John Cornyn
ID Mike Crapo,TX John Cornyn
WV Shelley Moore Capito,TX John Cornyn
MS Roger F. Wicker,TX John Cornyn
VT Bernard Sanders,TX John Cornyn
NJ Robert Menendez,TX John Cornyn
NJ Robert Menendez,TX Ted Cruz
VT Bernard Sanders,TX Ted Cruz
MA Elizabeth Warren,UT Mike Lee
MA Elizabeth Warren,UT Mitt Romney
MD Chris Van Hollen,UT Mitt Romney
MN Amy Klobuchar,UT Mitt Romney
IL Tammy Duckworth,UT Mitt Romney
NJ Cory A. Booker,UT Mitt Romney
NV Catherine Cortez Masto,VT Patrick J. Leahy
WV Joe Manchin III,VT Patrick J. Leahy
UT Mitt Romney,VT Patrick J. Leahy
MT Steve Daines,VT Patrick J. Leahy
WI Tammy Baldwin,VT Patrick J. Leahy
MD Chris Van Hollen,VT Patrick J. Leahy
MT Jon Tester,VT Patrick J. Leahy
CO Michael F. Bennet,VT Patrick J. Leahy
WA Maria Cantwell,VT Patrick J. Leahy
PA Robert P. Casey Jr.,VT Patrick J. Leahy
AZ Kyrsten Sinema,VT Patrick J. Leahy
NV Jacky Rosen,VT Patrick J. Leahy
ME Susan M. Collins,VT Patrick J. Leahy
HI Mazie K. Hirono,VT Patrick J. Leahy
OH Sherrod Brown,VT Patrick J. Leahy
NM Martin Heinrich,VT Patrick J. Leahy
CT Richard Blumenthal,VT Patrick J. Leahy
DE Thomas R. Carper,VT Patrick J. Leahy
WA Patty Murray,VT Patrick J. Leahy
IA Chuck Grassley,VT Patrick J. Leahy
NJ Cory A. Booker,VT Patrick J. Leahy
VA Mark R. Warner,VT Patrick J. Leahy
IL Tammy Duckworth,VT Patrick J. Leahy
HI Brian Schatz,VT Patrick J. Leahy
RI Sheldon Whitehouse,VT Patrick J. Leahy
ID Mike Crapo,VT Patrick J. Leahy
CA Kamala D. Harris,VT Patrick J. Leahy
VA Tim Kaine,VT Patrick J. Leahy
RI Jack Reed,VT Patrick J. Leahy
CA Dianne Feinstein,VT Patrick J. Leahy
OR Ron Wyden,VT Patrick J. Leahy
ME Angus S. King Jr.,VT Patrick J. Leahy
DE Christopher A. Coons,VT Patrick J. Leahy
IL Richard J. Durbin,VT Patrick J. Leahy
MA Edward J. Markey,VT Patrick J. Leahy
MA Elizabeth Warren,VT Patrick J. Leahy
AK Lisa Murkowski,VT Patrick J. Leahy
VT Bernard Sanders,VT Patrick J. Leahy
NJ Robert Menendez,VT Patrick J. Leahy
OR Jeff Merkley,VT Patrick J. Leahy
NH Jeanne Shaheen,VT Patrick J. Leahy
MI Debbie Stabenow,VT Patrick J. Leahy
NM Tom Udall,VT Patrick J. Leahy
MD Benjamin L. Cardin,VT Patrick J. Leahy
MI Debbie Stabenow,VT Bernard Sanders
NV Jacky Rosen,VT Bernard Sanders
NJ Cory A. Booker,VT Bernard Sanders
CA Kamala D. Harris,VT Bernard Sanders
VA Tim Kaine,VT Bernard Sanders
RI Jack Reed,VT Bernard Sanders
MD Chris Van Hollen,VT Bernard Sanders
MT Jon Tester,VT Bernard Sanders
GA Johnny Isakson,VT Bernard Sanders
NC Richard Burr,VT Bernard Sanders
MA Edward J. Markey,VT Bernard Sanders
HI Brian Schatz,VT Bernard Sanders
CA Dianne Feinstein,VT Bernard Sanders
PA Robert P. Casey Jr.,VT Bernard Sanders
NM Martin Heinrich,VT Bernard Sanders
ME Angus S. King Jr.,VT Bernard Sanders
OR Ron Wyden,VT Bernard Sanders
WI Tammy Baldwin,VT Bernard Sanders
MA Elizabeth Warren,VT Bernard Sanders
HI Mazie K. Hirono,VT Bernard Sanders
WA Patty Murray,VT Bernard Sanders
IL Richard J. Durbin,VT Bernard Sanders
OR Jeff Merkley,VT Bernard Sanders
NM Tom Udall,VT Bernard Sanders
MD Benjamin L. Cardin,VT Bernard Sanders
CT Richard Blumenthal,VT Bernard Sanders
RI Sheldon Whitehouse,VT Bernard Sanders
DE Christopher A. Coons,VT Bernard Sanders
VT Patrick J. Leahy,VT Bernard Sanders
NJ Robert Menendez,VT Bernard Sanders
OH Sherrod Brown,VT Bernard Sanders
FL Marco Rubio,WA Maria Cantwell
AR John Boozman,WA Maria Cantwell
OK James M. Inhofe,WA Maria Cantwell
IA Chuck Grassley,WA Maria Cantwell
TX John Cornyn,WA Maria Cantwell
KS Jerry Moran,WA Maria Cantwell
OH Rob Portman,WA Maria Cantwell
AL Richard C. Shelby,WA Maria Cantwell
MO Roy Blunt,WA Maria Cantwell
KS Pat Roberts,WA Maria Cantwell
TN Lamar Alexander,WA Maria Cantwell
GA Johnny Isakson,WA Maria Cantwell
UT Mike Lee,WA Maria Cantwell
FL Rick Scott,WA Maria Cantwell
WV Shelley Moore Capito,WA Maria Cantwell
WY John Barrasso,WA Maria Cantwell
KY Rand Paul,WA Maria Cantwell
SC Tim Scott,WA Maria Cantwell
PA Patrick J. Toomey,WA Maria Cantwell
OK James Lankford,WA Maria Cantwell
WI Ron Johnson,WA Maria Cantwell
IN Todd Young,WA Maria Cantwell
MS Roger F. Wicker,WA Maria Cantwell
TN Marsha Blackburn,WA Maria Cantwell
SD John Thune,WA Maria Cantwell
ND John Hoeven,WA Maria Cantwell
ID Mike Crapo,WA Maria Cantwell
AR Tom Cotton,WA Maria Cantwell
ND Kevin Cramer,WA Maria Cantwell
NE Deb Fischer,WA Maria Cantwell
TX Ted Cruz,WA Maria Cantwell
ID James E. Risch,WA Maria Cantwell
KY Mitch McConnell,WA Maria Cantwell
IA Joni Ernst,WA Maria Cantwell
GA David Perdue,WA Maria Cantwell
AK Dan Sullivan,WA Maria Cantwell
SD Mike Rounds,WA Maria Cantwell
NE Ben Sasse,WA Maria Cantwell
NC Thom Tillis,WA Maria Cantwell
LA John Kennedy,WA Maria Cantwell
MS Cindy Hyde-Smith,WA Maria Cantwell
UT Mitt Romney,WA Maria Cantwell
IN Mike Braun,WA Maria Cantwell
MO Josh Hawley,WA Maria Cantwell
NV Jacky Rosen,WA Maria Cantwell
AZ Kyrsten Sinema,WA Maria Cantwell
CO Cory Gardner,WA Maria Cantwell
NC Richard Burr,WA Maria Cantwell
LA Bill Cassidy,WA Maria Cantwell
MT Steve Daines,WA Maria Cantwell
SC Lindsey Graham,WA Maria Cantwell
MN Amy Klobuchar,WA Maria Cantwell
NJ Cory A. Booker,WA Maria Cantwell
AL Doug Jones,WA Maria Cantwell
NH Margaret Wood Hassan,WA Maria Cantwell
MN Tina Smith,WA Maria Cantwell
ME Susan M. Collins,WA Maria Cantwell
MD Chris Van Hollen,WA Maria Cantwell
AK Lisa Murkowski,WA Maria Cantwell
IL Tammy Duckworth,WA Maria Cantwell
NV Catherine Cortez Masto,WA Maria Cantwell
MA Edward J. Markey,WA Maria Cantwell
NM Martin Heinrich,WA Maria Cantwell
ME Angus S. King Jr.,WA Maria Cantwell
WI Tammy Baldwin,WA Maria Cantwell
WV Joe Manchin III,WA Maria Cantwell
CO Michael F. Bennet,WA Maria Cantwell
MA Elizabeth Warren,WA Maria Cantwell
VT Bernard Sanders,WA Maria Cantwell
MT Jon Tester,WA Maria Cantwell
VA Tim Kaine,WA Maria Cantwell
VA Mark R. Warner,WA Maria Cantwell
HI Brian Schatz,WA Maria Cantwell
MI Gary C. Peters,WA Maria Cantwell
MI Debbie Stabenow,WA Maria Cantwell
HI Mazie K. Hirono,WA Maria Cantwell
DE Christopher A. Coons,WA Maria Cantwell
PA Robert P. Casey Jr.,WA Maria Cantwell
NM Tom Udall,WA Maria Cantwell
NJ Robert Menendez,WA Maria Cantwell
DE Thomas R. Carper,WA Maria Cantwell
MD Benjamin L. Cardin,WA Maria Cantwell
RI Sheldon Whitehouse,WA Maria Cantwell
RI Jack Reed,WA Maria Cantwell
CT Richard Blumenthal,WA Maria Cantwell
NH Jeanne Shaheen,WA Maria Cantwell
IL Richard J. Durbin,WA Maria Cantwell
OH Sherrod Brown,WA Maria Cantwell
CA Dianne Feinstein,WA Maria Cantwell
OR Jeff Merkley,WA Maria Cantwell
OR Ron Wyden,WA Maria Cantwell
VT Patrick J. Leahy,WA Maria Cantwell
WA Patty Murray,WA Maria Cantwell
AZ Kyrsten Sinema,WA Patty Murray
NV Catherine Cortez Masto,WA Patty Murray
MA Edward J. Markey,WA Patty Murray
MI Gary C. Peters,WA Patty Murray
NH Margaret Wood Hassan,WA Patty Murray
NY Kirsten E. Gillibrand,WA Patty Murray
MN Amy Klobuchar,WA Patty Murray
AL Doug Jones,WA Patty Murray
MN Tina Smith,WA Patty Murray
MT Jon Tester,WA Patty Murray
HI Brian Schatz,WA Patty Murray
NJ Cory A. Booker,WA Patty Murray
CA Kamala D. Harris,WA Patty Murray
GA Johnny Isakson,WA Patty Murray
NE Deb Fischer,WA Patty Murray
ID Mike Crapo,WA Patty Murray
WI Ron Johnson,WA Patty Murray
AR John Boozman,WA Patty Murray
WY John Barrasso,WA Patty Murray
NM Martin Heinrich,WA Patty Murray
MA Elizabeth Warren,WA Patty Murray
ID James E. Risch,WA Patty Murray
ND John Hoeven,WA Patty Murray
VA Tim Kaine,WA Patty Murray
ME Angus S. King Jr.,WA Patty Murray
WI Tammy Baldwin,WA Patty Murray
IL Tammy Duckworth,WA Patty Murray
HI Mazie K. Hirono,WA Patty Murray
RI Jack Reed,WA Patty Murray
DE Christopher A. Coons,WA Patty Murray
CA Dianne Feinstein,WA Patty Murray
MD Chris Van Hollen,WA Patty Murray
TN Lamar Alexander,WA Patty Murray
SD John Thune,WA Patty Murray
MS Roger F. Wicker,WA Patty Murray
WV Joe Manchin III,WA Patty Murray
PA Robert P. Casey Jr.,WA Patty Murray
TX John Cornyn,WA Patty Murray
PA Patrick J. Toomey,WA Patty Murray
KS Jerry Moran,WA Patty Murray
MO Roy Blunt,WA Patty Murray
KS Pat Roberts,WA Patty Murray
FL Marco Rubio,WA Patty Murray
OH Sherrod Brown,WA Patty Murray
WA Maria Cantwell,WA Patty Murray
CO Michael F. Bennet,WA Patty Murray
DE Thomas R. Carper,WA Patty Murray
VT Patrick J. Leahy,WA Patty Murray
MI Debbie Stabenow,WA Patty Murray
CT Richard Blumenthal,WA Patty Murray
OH Rob Portman,WA Patty Murray
RI Sheldon Whitehouse,WA Patty Murray
VA Mark R. Warner,WA Patty Murray
IA Chuck Grassley,WA Patty Murray
OK James M. Inhofe,WA Patty Murray
NJ Robert Menendez,WA Patty Murray
OR Jeff Merkley,WA Patty Murray
AK Lisa Murkowski,WA Patty Murray
AL Richard C. Shelby,WA Patty Murray
NH Jeanne Shaheen,WA Patty Murray
NC Richard Burr,WA Patty Murray
NM Tom Udall,WA Patty Murray
KY Rand Paul,WA Patty Murray
MD Benjamin L. Cardin,WA Patty Murray
VT Bernard Sanders,WA Patty Murray
ME Susan M. Collins,WA Patty Murray
IL Richard J. Durbin,WA Patty Murray
OR Ron Wyden,WA Patty Murray
NY Charles E. Schumer,WI Tammy Baldwin
CT Christopher Murphy,WI Ron Johnson
WY Michael B. Enzi,WA Patty Murray
AZ Martha McSally,AZ Kyrsten Sinema
